Sesión 1,Las fracciones y la música,5 min,X,Cuaderno,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,
Sesión 1,La escritura de la música,20 min,X,Vídeo,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=786a916c-64b9-4ab5-bb94-550054c8a7da
Sesión 1,¿Qué sabes sobre? Las fracciones,15 min,X,Actividad autocorregible,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=052b9796-9794-4a72-a035-21d417b4c38b
Sesión 1,¿Qué vas a aprender? Las fracciones,10 min,X,Presentación multimedia,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=1065982e-f4ba-4942-8ec0-00fcd8877450
Sesión 1,Pauta de observación,,,Documento,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=a4c4c9a6-e1b1-4eba-87da-207953c0d5dc
Sesión 1,Diario de aprendizaje,,,Presentación multimedia,,,,CE_1; CE_3; CE_5; CE_6; CE_7,CR_1.1; CR_3.1; CR_5.2; CR_6.1; CR_6.2; CR_7.2,,CCL; STEM; CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=da238ee6-f550-4c18-af80-1a58b2099290
Sesión 2,Dividiendo en partes las figuras musicales,5 min,X,Cuaderno,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,
Sesión 2,La duración de las figuras musicales,15 min,X,Animación interactiva,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=c9cacb68-3acd-4360-ae78-0be96f8150a3
Sesión 2,El numerador y el denominador,15 min,X,Cuaderno,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,
Sesión 2,Matemáticas manipulativas: interpreta el numerador y denominador de una fracción,15 min,X,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=0b51e65d-7c6d-4625-9ad6-05a7cb6468f7
Sesión 3,Identifica numeradores y denominadores,5 min,,Actividad autocorregible,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=89cb011f-8e83-4352-bdee-533c04e18f45
Sesión 3,¿De qué fracción se trata?,5 min,X,Actividad autocorregible,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=1792ab32-3c14-4738-93c5-c84d4c95d887
Sesión 3,Escribe fracciones de la vida cotidiana,15 min,,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=3aa78206-cd53-4d79-98c6-94296feafd67
Sesión 3,Relaciona fracciones con su forma escrita,5 min,X,Actividad autocorregible,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=955769ec-ec54-4d6e-821d-69992b4df943
Sesión 3,Practica con la lectura de fracciones,5 min,X,Actividad autocorregible,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=1bb12708-9650-4e13-913e-d08eed836073
Sesión 3,Relaciona frases con números fraccionarios,5 min,X,Actividad autocorregible,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=bb496e5b-55ce-49e3-9c79-5d75e542cd65
Sesión 3,Problema: reciclando la basura,15 min,X,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=4bb4b5a2-e050-4f60-b8e2-67e0d3a17fc3
Sesión 3,Problema: el pastel de cumpleaños,15 min,,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=5b4df50c-55c1-4d39-9c01-c5a8df7bd8ec
Sesión 3,En contexto,5 min,X,Cuaderno,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,
Sesión 3,Reflexiona y aplica,5 min,X,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=97c82e81-55fc-426a-9bfc-d57884ec2a37
Sesión 3,Seguimiento del aprendizaje,5 min,X,Actividad de respuesta abierta,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4; SB_D.1.1,CL_1; CL_2; CL_3,CE_1; CE_5; CE_6; CE_7,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.2,RE_1; RE_2; RE_3; RE_4; RE_5,CCL; STEM;CD; CPSAA;CC; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=a8ce43e1-359a-4d05-bfcb-2716d8e2d28c
Sesión 4,Las fracciones de tu playlist favorita,5 min,X,Cuaderno,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1; SB_D.1.2; SB_D.2.1  ,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,
Sesión 4,Algunas reglas básicas para crear una lista de reproducción,30 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1; SB_D.1.2; SB_D.2.1  ,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=ce93756b-ebe7-45a4-9c66-a3bfcf5bee9b
Sesión 4,La representación gráfica de fracciones,15 min,X,Cuaderno,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,
Sesión 5,Matemáticas manipulativas: utiliza las tiras fracciones,30 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=5721ceb9-2a2e-4ad6-bfbb-504d99a2f638
Sesión 5,Relaciona fracciones con su representación,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=ca27fe14-888b-47e8-bb91-6398201803a1
Sesión 5,Identifica la fracción representada en la imagen,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=f45a7d40-90ac-4357-88bb-74cc1c6fcd18
Sesión 5,Descubre las fracciones (I),5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=ffdde179-234a-451d-aaed-d7a61e15935a
Sesión 5,Descubre las fracciones (II),5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=78840230-021b-468d-a5e3-4623721b32e2
Sesión 5,Completa la unidad,40 min,,Animación interactiva,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=8ad26f1f-7092-4b99-84e4-998a73df3b71
Sesión 5,Reconoce la fracción que representa cada parte,10 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=75da310e-30ed-481e-bf15-d0aec0772bc5
Sesión 6,Los tipos de fracciones,20 min,X,Cuaderno,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,
Sesión 6,Las fracciones propias e impropias,45 min,,Animación interactiva,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=38821685-2d6d-4fac-bf94-2cf53be2ef40
Sesión 6,Escribe fracciones propias e impropias,5 min,,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=3cc9e27a-dca8-4fdd-8281-947f472af814
Sesión 6,Utiliza fracciones en la vida cotidiana,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=daa70c48-04ee-4a0b-9e31-99c37a63994f
Sesión 6,Compara fracciones con la unidad,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=acb883b0-6e3c-4088-bf98-641de3a08399
Sesión 6,Clasifica las fracciones propias e impropias,5 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=19e19043-fbf9-4f5d-b2f6-2b320da520b8
Sesión 6,Identifica fracciones propias o impropias,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=a0d7f62d-3ba0-4511-9aaf-e911ee255069
Sesión 6,"¿Es mayor, menor o igual? (I)",5 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=d7628467-f825-4081-b77d-19d762a240b9
Sesión 6,"¿Es mayor, menor o igual? (II)",5 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=2567b783-4220-4c3a-950f-ca57bf220dc6
Sesión 6,Selecciona fracciones unitarias,5 min,X,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=be98325c-9579-4f5e-bb66-275d5a9a89bc
Sesión 6,Examina fracciones decimales,10 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=cb5e5128-b62c-4331-a7da-3efe92803e66
Sesión 7,Los números mixtos,25 min,X,Cuaderno,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,
Sesión 7,El número mixto,45 min,,Animación interactiva,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=a6a49784-d7da-454c-aae3-17d7e90e940d
Sesión 7,Transforma fracciones en números mixtos,15 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=1e2967c6-47ec-4c69-a4a5-120f28c2c0ec
Sesión 7,Enlace: conversión de una fracción mixta en impropia,5 min,,Enlace,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=26435d9b-6e28-4ddc-972f-809457d05dad
Sesión 7,Relaciona fracciones y números mixtos,10 min,,Actividad autocorregible,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=ae313533-1b8e-46ce-a3ec-a5ca50bea0d9
Sesión 7,Escribe números mixtos paso a paso,10 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_C.4.2; SB_D.3.1,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=272c385b-6e9d-4ee4-bd35-40b3bebff2ce
Sesión 7,En contexto,5 min,X,Cuaderno,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1; SB_D.1.2; SB_D.2.1  ,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,
Sesión 7,Reflexiona y aplica,5 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1; SB_D.1.2; SB_D.2.1  ,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=e1d25ab1-cac6-49b2-81e8-58fa0cdf74ce
Sesión 7,Seguimiento del aprendizaje,10 min,X,Actividad de respuesta abierta,OB_2; OB_3; OB_4; OB_7,SB_A.2.4; SB_C.4.2; SB_D.1.1; SB_D.1.2; SB_D.2.1  ,CL_3; CL_4; CL_5; CL_6; CL_7; CL_8,CE_2; CE_3; CE_5; CE_6,CR_2.1; CR_3.1; CR_5.2; CR_6.1,RE_6; RE_7; RE_8; RE_9,CCL; STEM; CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=5d53cc77-a0a4-4da1-939c-024e1b09d52d
Sesión 8,Al ritmo de las fracciones sobre la recta,5 min,X,Cuaderno,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4,CL_1; CL_9,CE_1; CE_5; CE_6; CE_7 ,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.1; CR_7.2,RE_10; RE_11; RE_12; RE_13; RE_14; RE_15,CCL; STEM;CD; CC; CPSAA; CE; CCEC,
Sesión 8,Los sonidos y silencios de un patrón rítmico,25 min,X,Animación interactiva,OB_1; OB_2; OB_4; OB_6; OB_7,SB_A.2.4,CL_1; CL_9,CE_1; CE_5; CE_6; CE_7 ,CR_1.1; CR_1.2; CR_5.2; CR_6.2; CR_7.1; CR_7.2,RE_10; RE_11; RE_12; RE_13; RE_14; RE_15,CCL; STEM;CD; CC; CPSAA; CE; CCEC,https://smartlink.aulaplaneta.com/?permaId=338b34aa-0547-4519-9f18-2125b6a6006f
